ProteinID	Gene
NALCN+AF8-HUMAN	NALCN
NALDL+AF8-HUMAN	NAALADL1
NAR1+AF8-HUMAN	ART1
NAR3+AF8-HUMAN	ART3
NAR4+AF8-HUMAN	ART4
NCAM1+AF8-HUMAN	NCAM1
NCAM2+AF8-HUMAN	NCAM2
NCHL1+AF8-HUMAN	CHL1
NCKX2+AF8-HUMAN	SLC24A2
NCKX3+AF8-HUMAN	SLC24A3
NCKX4+AF8-HUMAN	SLC24A4
NCKX5+AF8-HUMAN	SLC24A5
NCMAP+AF8-HUMAN	NCMAP
NCTR1+AF8-HUMAN	NCR1
NCTR2+AF8-HUMAN	NCR2
NCTR3+AF8-HUMAN	NCR3
NEGR1+AF8-HUMAN	NEGR1
NEO1+AF8-HUMAN	NEO1
NEP+AF8-HUMAN	MME
NETO1+AF8-HUMAN	NETO1
NETO2+AF8-HUMAN	NETO2
NFAM1+AF8-HUMAN	NFAM1
NFASC+AF8-HUMAN	NFASC
NICA+AF8-HUMAN	NCSTN
NIPA3+AF8-HUMAN	NIPAL1
NIPA4+AF8-HUMAN	NIPAL4
NK1R+AF8-HUMAN	TACR1
NK2R+AF8-HUMAN	TACR2
NK3R+AF8-HUMAN	TACR3
NKAI1+AF8-HUMAN	NKAIN1
NKAI2+AF8-HUMAN	NKAIN2
NKAI3+AF8-HUMAN	NKAIN3
NKG2A+AF8-HUMAN	KLRC1
NKG2C+AF8-HUMAN	KLRC2
NKG2D+AF8-HUMAN	KLRK1
NKG2E+AF8-HUMAN	KLRC3
NLGN1+AF8-HUMAN	NLGN1
NLGN2+AF8-HUMAN	NLGN2
NLGN3+AF8-HUMAN	NLGN3
NLGNX+AF8-HUMAN	NLGN4X
NLGNY+AF8-HUMAN	NLGN4Y
NLS1+AF8-HUMAN	MFSD2A
NMBR+AF8-HUMAN	NMBR
NMD3A+AF8-HUMAN	GRIN3A
NMD3B+AF8-HUMAN	GRIN3B
NMDE1+AF8-HUMAN	GRIN2A
NMDE2+AF8-HUMAN	GRIN2B
NMDE3+AF8-HUMAN	GRIN2C
NMDE4+AF8-HUMAN	GRIN2D
NMDZ1+AF8-HUMAN	GRIN1
NMUR1+AF8-HUMAN	NMUR1
NMUR2+AF8-HUMAN	NMUR2
NOTC1+AF8-HUMAN	NOTCH1
NOTC2+AF8-HUMAN	NOTCH2
NOTC3+AF8-HUMAN	NOTCH3
NOTC4+AF8-HUMAN	NOTCH4
NOX4+AF8-HUMAN	NOX4
NPAL2+AF8-HUMAN	NIPAL2
NPAL3+AF8-HUMAN	NIPAL3
NPBW1+AF8-HUMAN	NPBWR1
NPBW2+AF8-HUMAN	NPBWR2
NPC1+AF8-HUMAN	NPC1
NPCL1+AF8-HUMAN	NPC1L1
NPFF1+AF8-HUMAN	NPFFR1
NPFF2+AF8-HUMAN	NPFFR2
NPHN+AF8-HUMAN	NPHS1
NPSR1+AF8-HUMAN	NPSR1
NPT1+AF8-HUMAN	SLC17A1
NPT2A+AF8-HUMAN	SLC34A1
NPT2B+AF8-HUMAN	SLC34A2
NPT2C+AF8-HUMAN	SLC34A3
NPTN+AF8-HUMAN	NPTN
NPY1R+AF8-HUMAN	NPY1R
NPY2R+AF8-HUMAN	NPY2R
NPY4R+AF8-HUMAN	NPY4R
NPY5R+AF8-HUMAN	NPY5R
NPY6R+AF8-HUMAN	NPY6R
NR3L1+AF8-HUMAN	NCR3LG1
NRAM1+AF8-HUMAN	SLC11A1
NRAM2+AF8-HUMAN	SLC11A2
NRCAM+AF8-HUMAN	NRCAM
NRG1+AF8-HUMAN	NRG1
NRG2+AF8-HUMAN	NRG2
NRG4+AF8-HUMAN	NRG4
NRN1L+AF8-HUMAN	NRN1L
NRN1+AF8-HUMAN	NRN1
NRP1+AF8-HUMAN	NRP1
NRP2+AF8-HUMAN	NRP2
NRX1A+AF8-HUMAN	NRXN1
NRX1B+AF8-HUMAN	NRXN1
NRX2A+AF8-HUMAN	NRXN2
NRX2B+AF8-HUMAN	NRXN2
NRX3A+AF8-HUMAN	NRXN3
NRX3B+AF8-HUMAN	NRXN3
NTCP2+AF8-HUMAN	SLC10A2
NTCP4+AF8-HUMAN	SLC10A4
NTCP5+AF8-HUMAN	SLC10A5
NTCP+AF8-HUMAN	SLC10A1
NTNG1+AF8-HUMAN	NTNG1
NTNG2+AF8-HUMAN	NTNG2
NTR1+AF8-HUMAN	NTSR1
NTR2+AF8-HUMAN	NTSR2
NTRI+AF8-HUMAN	NTM
NTRK1+AF8-HUMAN	NTRK1
NTRK2+AF8-HUMAN	NTRK2
NTRK3+AF8-HUMAN	NTRK3
O10A2+AF8-HUMAN	OR10A2
O10A3+AF8-HUMAN	OR10A3
O10A4+AF8-HUMAN	OR10A4
O10A5+AF8-HUMAN	OR10A5
O10A6+AF8-HUMAN	OR10A6
O10A7+AF8-HUMAN	OR10A7
O10AC+AF8-HUMAN	OR10AC1
O10AD+AF8-HUMAN	OR10AD1
O10AG+AF8-HUMAN	OR10AG1
O10C1+AF8-HUMAN	OR10C1
O10D3+AF8-HUMAN	OR10D3
O10D4+AF8-HUMAN	OR10D4P
O10G2+AF8-HUMAN	OR10G2
O10G3+AF8-HUMAN	OR10G3
O10G4+AF8-HUMAN	OR10G4
O10G6+AF8-HUMAN	OR10G6
O10G7+AF8-HUMAN	OR10G7
O10G8+AF8-HUMAN	OR10G8
O10G9+AF8-HUMAN	OR10G9
O10H1+AF8-HUMAN	OR10H1
O10H2+AF8-HUMAN	OR10H2
O10H3+AF8-HUMAN	OR10H3
O10H4+AF8-HUMAN	OR10H4
O10H5+AF8-HUMAN	OR10H5
O10J1+AF8-HUMAN	OR10J1
O10J3+AF8-HUMAN	OR10J3
O10J4+AF8-HUMAN	OR10J4
O10J5+AF8-HUMAN	OR10J5
O10J6+AF8-HUMAN	OR10J6P
O10K1+AF8-HUMAN	OR10K1
O10K2+AF8-HUMAN	OR10K2
O10P1+AF8-HUMAN	OR10P1
O10Q1+AF8-HUMAN	OR10Q1
O10R2+AF8-HUMAN	OR10R2
O10S1+AF8-HUMAN	OR10S1
O10T2+AF8-HUMAN	OR10T2
O10V1+AF8-HUMAN	OR10V1
O10W1+AF8-HUMAN	OR10W1
O10X1+AF8-HUMAN	OR10X1
O10Z1+AF8-HUMAN	OR10Z1
O11A1+AF8-HUMAN	OR11A1
O11G2+AF8-HUMAN	OR11G2
O11H1+AF8-HUMAN	OR11H1
O11H2+AF8-HUMAN	OR11H2
O11H4+AF8-HUMAN	OR11H4
O11H6+AF8-HUMAN	OR11H6
O11H7+AF8-HUMAN	OR11H7
O11HC+AF8-HUMAN	OR11H12
O11L1+AF8-HUMAN	OR11L1
O12D2+AF8-HUMAN	OR12D2
O12D3+AF8-HUMAN	OR12D3
O13A1+AF8-HUMAN	OR13A1
O13C2+AF8-HUMAN	OR13C2
O13C3+AF8-HUMAN	OR13C3
O13C4+AF8-HUMAN	OR13C4
O13C5+AF8-HUMAN	OR13C5
O13C6+AF8-HUMAN	OR13C6P
O13C8+AF8-HUMAN	OR13C8
O13C9+AF8-HUMAN	OR13C9
O13D1+AF8-HUMAN	OR13D1
O13F1+AF8-HUMAN	OR13F1
O13G1+AF8-HUMAN	OR13G1
O13H1+AF8-HUMAN	OR13H1
O13J1+AF8-HUMAN	OR13J1
O14A2+AF8-HUMAN	OR14A2
O14AG+AF8-HUMAN	OR14A16
O14CZ+AF8-HUMAN	OR14C36
O14I1+AF8-HUMAN	OR14I1
O14J1+AF8-HUMAN	OR14J1
O14K1+AF8-HUMAN	OR14K1
O14L1+AF8-HUMAN	OR14L1
O2A12+AF8-HUMAN	OR2A12
O2A14+AF8-HUMAN	OR2A14
O2A25+AF8-HUMAN	OR2A25
O2AE1+AF8-HUMAN	OR2AE1
O2AG1+AF8-HUMAN	OR2AG1
O2AG2+AF8-HUMAN	OR2AG2
O2AJ1+AF8-HUMAN	OR2AJ1
O2AK2+AF8-HUMAN	OR2AK2
O2AP1+AF8-HUMAN	OR2AP1
O2AT4+AF8-HUMAN	OR2AT4
O2T10+AF8-HUMAN	OR2T10
O2T11+AF8-HUMAN	OR2T11
O2T12+AF8-HUMAN	OR2T12
O2T27+AF8-HUMAN	OR2T27
O2T29+AF8-HUMAN	OR2T29
O2T33+AF8-HUMAN	OR2T33
O2T34+AF8-HUMAN	OR2T34
O2T35+AF8-HUMAN	OR2T35
O4A15+AF8-HUMAN	OR4A15
O4A16+AF8-HUMAN	OR4A16
O4A47+AF8-HUMAN	OR4A47
O4C45+AF8-HUMAN	OR4C45
O4C46+AF8-HUMAN	OR4C46
O4F15+AF8-HUMAN	OR4F15
O4F17+AF8-HUMAN	OR4F17
O4F21+AF8-HUMAN	OR4F21
O51A2+AF8-HUMAN	OR51A2
O51A4+AF8-HUMAN	OR51A4
O51A7+AF8-HUMAN	OR51A7
O51B2+AF8-HUMAN	OR51B2
O51B4+AF8-HUMAN	OR51B4
O51B5+AF8-HUMAN	OR51B5
O51B6+AF8-HUMAN	OR51B6
O51D1+AF8-HUMAN	OR51D1
O51E1+AF8-HUMAN	OR51E1
O51E2+AF8-HUMAN	OR51E2
O51F1+AF8-HUMAN	OR51F1
O51F2+AF8-HUMAN	OR51F2
O51G1+AF8-HUMAN	OR51G1
O51G2+AF8-HUMAN	OR51G2
O51H1+AF8-HUMAN	OR51H1
O51I1+AF8-HUMAN	OR51I1
O51I2+AF8-HUMAN	OR51I2
O51J1+AF8-HUMAN	OR51J1
O51L1+AF8-HUMAN	OR51L1
O51M1+AF8-HUMAN	OR51M1
O51Q1+AF8-HUMAN	OR51Q1
O51S1+AF8-HUMAN	OR51S1
O51T1+AF8-HUMAN	OR51T1
O51V1+AF8-HUMAN	OR51V1
O52A1+AF8-HUMAN	OR52A1
O52A4+AF8-HUMAN	OR52A4P
O52A5+AF8-HUMAN	OR52A5
O52B2+AF8-HUMAN	OR52B2
O52B4+AF8-HUMAN	OR52B4
O52B6+AF8-HUMAN	OR52B6
O52D1+AF8-HUMAN	OR52D1
O52E1+AF8-HUMAN	OR52E1
O52E2+AF8-HUMAN	OR52E2
O52E4+AF8-HUMAN	OR52E4
O52E5+AF8-HUMAN	OR52E5
O52E6+AF8-HUMAN	OR52E6
O52E8+AF8-HUMAN	OR52E8
O52H1+AF8-HUMAN	OR52H1
O52I1+AF8-HUMAN	OR52I1
O52I2+AF8-HUMAN	OR52I2
O52J3+AF8-HUMAN	OR52J3
O52K1+AF8-HUMAN	OR52K1
O52K2+AF8-HUMAN	OR52K2
O52L1+AF8-HUMAN	OR52L1
O52L2+AF8-HUMAN	OR52L2P
O52M1+AF8-HUMAN	OR52M1
O52N1+AF8-HUMAN	OR52N1
O52N2+AF8-HUMAN	OR52N2
O52N4+AF8-HUMAN	OR52N4
O52N5+AF8-HUMAN	OR52N5
O52P1+AF8-HUMAN	OR52P1
O52R1+AF8-HUMAN	OR52R1
O52W1+AF8-HUMAN	OR52W1
O52Z1+AF8-HUMAN	OR52Z1P
O56A1+AF8-HUMAN	OR56A1
O56A3+AF8-HUMAN	OR56A3
O56A4+AF8-HUMAN	OR56A4
O56A5+AF8-HUMAN	OR56A5
O56B1+AF8-HUMAN	OR56B1
O56B2+AF8-HUMAN	OR56B2P
O56B4+AF8-HUMAN	OR56B4
O5AC1+AF8-HUMAN	OR5AC1
O5AC2+AF8-HUMAN	OR5AC2
O5AK2+AF8-HUMAN	OR5AK2
O5AK3+AF8-HUMAN	OR5AK3P
O5AL1+AF8-HUMAN	OR5AL1
O5AN1+AF8-HUMAN	OR5AN1
O5AP2+AF8-HUMAN	OR5AP2
O5AR1+AF8-HUMAN	OR5AR1
O5AS1+AF8-HUMAN	OR5AS1
O5AU1+AF8-HUMAN	OR5AU1
O5H14+AF8-HUMAN	OR5H14
O5H15+AF8-HUMAN	OR5H15
O6C65+AF8-HUMAN	OR6C65
O6C68+AF8-HUMAN	OR6C68
O6C70+AF8-HUMAN	OR6C70
O6C74+AF8-HUMAN	OR6C74
O6C75+AF8-HUMAN	OR6C75
O6C76+AF8-HUMAN	OR6C76
O7E24+AF8-HUMAN	OR7E24
OGR1+AF8-HUMAN	GPR68
OLR1+AF8-HUMAN	OLR1
OMGP+AF8-HUMAN	OMG
OPALI+AF8-HUMAN	OPALIN
OPCM+AF8-HUMAN	OPCML
OPN3+AF8-HUMAN	OPN3
OPN4+AF8-HUMAN	OPN4
OPN5+AF8-HUMAN	OPN5
OPRD+AF8-HUMAN	OPRD1
OPRK+AF8-HUMAN	OPRK1
OPRM+AF8-HUMAN	OPRM1
OPRX+AF8-HUMAN	OPRL1
OPSB+AF8-HUMAN	OPN1SW
OPSD+AF8-HUMAN	RHO
OPSG+AF8-HUMAN	OPN1MW
OPSR+AF8-HUMAN	OPN1LW
OPSX+AF8-HUMAN	RRH
OR1A1+AF8-HUMAN	OR1A1
OR1A2+AF8-HUMAN	OR1A2
OR1B1+AF8-HUMAN	OR1B1
OR1C1+AF8-HUMAN	OR1C1
OR1D2+AF8-HUMAN	OR1D2
OR1D4+AF8-HUMAN	OR1D4
OR1D5+AF8-HUMAN	OR1D5
OR1E1+AF8-HUMAN	OR1E1
OR1E2+AF8-HUMAN	OR1E2
OR1E3+AF8-HUMAN	OR1E3
OR1F1+AF8-HUMAN	OR1F1
OR1F2+AF8-HUMAN	OR1F2P
OR1FC+AF8-HUMAN	OR1F12P
OR1G1+AF8-HUMAN	OR1G1
OR1I1+AF8-HUMAN	OR1I1
OR1J1+AF8-HUMAN	OR1J1
OR1J2+AF8-HUMAN	OR1J2
OR1J4+AF8-HUMAN	OR1J4
OR1K1+AF8-HUMAN	OR1K1
OR1L1+AF8-HUMAN	OR1L1
OR1L3+AF8-HUMAN	OR1L3
OR1L4+AF8-HUMAN	OR1L4
OR1L6+AF8-HUMAN	OR1L6
OR1L8+AF8-HUMAN	OR1L8
OR1M1+AF8-HUMAN	OR1M1
OR1N1+AF8-HUMAN	OR1N1
OR1N2+AF8-HUMAN	OR1N2
OR1P1+AF8-HUMAN	OR1P1
OR1Q1+AF8-HUMAN	OR1Q1
OR1S1+AF8-HUMAN	OR1S1
OR1S2+AF8-HUMAN	OR1S2
OR2A1+AF8-HUMAN	OR2A1
OR2A1+AF8-HUMAN	OR2A42
OR2A2+AF8-HUMAN	OR2A2
OR2A4+AF8-HUMAN	OR2A4
OR2A5+AF8-HUMAN	OR2A5
OR2A7+AF8-HUMAN	OR2A7
OR2B2+AF8-HUMAN	OR2B2
OR2B3+AF8-HUMAN	OR2B3
OR2B6+AF8-HUMAN	OR2B6
OR2B8+AF8-HUMAN	OR2B8P
OR2BB+AF8-HUMAN	OR2B11
OR2C1+AF8-HUMAN	OR2C1
OR2C3+AF8-HUMAN	OR2C3
OR2D2+AF8-HUMAN	OR2D2
OR2D3+AF8-HUMAN	OR2D3
OR2F1+AF8-HUMAN	OR2F1
OR2F2+AF8-HUMAN	OR2F2
OR2G2+AF8-HUMAN	OR2G2
OR2G3+AF8-HUMAN	OR2G3
OR2G6+AF8-HUMAN	OR2G6
OR2H1+AF8-HUMAN	OR2H1
OR2H2+AF8-HUMAN	OR2H2
OR2I1+AF8-HUMAN	OR2I1P
OR2J1+AF8-HUMAN	OR2J1
OR2J2+AF8-HUMAN	OR2J2
OR2J3+AF8-HUMAN	OR2J3
OR2K2+AF8-HUMAN	OR2K2
OR2L2+AF8-HUMAN	OR2L2
OR2L3+AF8-HUMAN	OR2L3
OR2L5+AF8-HUMAN	OR2L5
OR2L8+AF8-HUMAN	OR2L8
OR2LD+AF8-HUMAN	OR2L13
OR2M2+AF8-HUMAN	OR2M2
OR2M3+AF8-HUMAN	OR2M3
OR2M4+AF8-HUMAN	OR2M4
OR2M5+AF8-HUMAN	OR2M5
OR2M7+AF8-HUMAN	OR2M7
OR2S1+AF8-HUMAN	OR2S2
OR2T1+AF8-HUMAN	OR2T1
OR2T2+AF8-HUMAN	OR2T2
OR2T3+AF8-HUMAN	OR2T3
OR2T4+AF8-HUMAN	OR2T4
OR2T5+AF8-HUMAN	OR2T5
OR2T6+AF8-HUMAN	OR2T6
OR2T7+AF8-HUMAN	OR2T7
OR2T8+AF8-HUMAN	OR2T8
OR2V1+AF8-HUMAN	OR2V1
OR2V2+AF8-HUMAN	OR2V2
OR2W1+AF8-HUMAN	OR2W1
OR2W3+AF8-HUMAN	OR2W3
OR2W6+AF8-HUMAN	OR2W6P
OR2Y1+AF8-HUMAN	OR2Y1
OR2Z1+AF8-HUMAN	OR2Z1
OR3A1+AF8-HUMAN	OR3A1
OR3A2+AF8-HUMAN	OR3A2
OR3A3+AF8-HUMAN	OR3A3
OR3A4+AF8-HUMAN	OR3A4P
OR4A4+AF8-HUMAN	OR4A4P
OR4A5+AF8-HUMAN	OR4A5
OR4A8+AF8-HUMAN	OR4A8
OR4B1+AF8-HUMAN	OR4B1
OR4C3+AF8-HUMAN	OR4C3
OR4C5+AF8-HUMAN	OR4C5
OR4C6+AF8-HUMAN	OR4C6
OR4CB+AF8-HUMAN	OR4C11
OR4CC+AF8-HUMAN	OR4C12
OR4CD+AF8-HUMAN	OR4C13
OR4CF+AF8-HUMAN	OR4C15
OR4CG+AF8-HUMAN	OR4C16
OR4D1+AF8-HUMAN	OR4D1
OR4D2+AF8-HUMAN	OR4D2
OR4D5+AF8-HUMAN	OR4D5
OR4D6+AF8-HUMAN	OR4D6
OR4D9+AF8-HUMAN	OR4D9
OR4DA+AF8-HUMAN	OR4D10
OR4DB+AF8-HUMAN	OR4D11
OR4E1+AF8-HUMAN	OR4E1
OR4E2+AF8-HUMAN	OR4E2
OR4F3+AF8-HUMAN	OR4F16
OR4F3+AF8-HUMAN	OR4F29
OR4F3+AF8-HUMAN	OR4F3
OR4F4+AF8-HUMAN	OR4F4
OR4F5+AF8-HUMAN	OR4F5
OR4F6+AF8-HUMAN	OR4F6
OR4K1+AF8-HUMAN	OR4K1
OR4K2+AF8-HUMAN	OR4K2
OR4K3+AF8-HUMAN	OR4K3
OR4K5+AF8-HUMAN	OR4K5
OR4KD+AF8-HUMAN	OR4K13
OR4KE+AF8-HUMAN	OR4K14
OR4KF+AF8-HUMAN	OR4K15
OR4KH+AF8-HUMAN	OR4K17
OR4L1+AF8-HUMAN	OR4L1
OR4M1+AF8-HUMAN	OR4M1
OR4M2+AF8-HUMAN	OR4M2
OR4N2+AF8-HUMAN	OR4N2
OR4N4+AF8-HUMAN	OR4N4
OR4N5+AF8-HUMAN	OR4N5
OR4P4+AF8-HUMAN	OR4P4
OR4Q2+AF8-HUMAN	OR4Q2
OR4Q3+AF8-HUMAN	OR4Q3
OR4S1+AF8-HUMAN	OR4S1
OR4S2+AF8-HUMAN	OR4S2
OR4X1+AF8-HUMAN	OR4X1
OR4X2+AF8-HUMAN	OR4X2
OR5A1+AF8-HUMAN	OR5A1
OR5A2+AF8-HUMAN	OR5A2
OR5B2+AF8-HUMAN	OR5B2
OR5B3+AF8-HUMAN	OR5B3
OR5BC+AF8-HUMAN	OR5B12
OR5BH+AF8-HUMAN	OR5B17
OR5C1+AF8-HUMAN	OR5C1
OR5DD+AF8-HUMAN	OR5D13
OR5DE+AF8-HUMAN	OR5D14
OR5DG+AF8-HUMAN	OR5D16
OR5DI+AF8-HUMAN	OR5D18
OR5F1+AF8-HUMAN	OR5F1
OR5G3+AF8-HUMAN	OR5G3
OR5H1+AF8-HUMAN	OR5H1
OR5H2+AF8-HUMAN	OR5H2
OR5H6+AF8-HUMAN	OR5H6
OR5I1+AF8-HUMAN	OR5I1
OR5J2+AF8-HUMAN	OR5J2
OR5K1+AF8-HUMAN	OR5K1
OR5K2+AF8-HUMAN	OR5K2
OR5K3+AF8-HUMAN	OR5K3
OR5K4+AF8-HUMAN	OR5K4
OR5L1+AF8-HUMAN	OR5L1
OR5L2+AF8-HUMAN	OR5L2
OR5M1+AF8-HUMAN	OR5M1
OR5M3+AF8-HUMAN	OR5M3
OR5M8+AF8-HUMAN	OR5M8
OR5M9+AF8-HUMAN	OR5M9
OR5MA+AF8-HUMAN	OR5M10
OR5MB+AF8-HUMAN	OR5M11
OR5P2+AF8-HUMAN	OR5P2
OR5P3+AF8-HUMAN	OR5P3
OR5R1+AF8-HUMAN	OR8U3
OR5T1+AF8-HUMAN	OR5T1
OR5T2+AF8-HUMAN	OR5T2
OR5T3+AF8-HUMAN	OR5T3
OR5V1+AF8-HUMAN	OR5V1
OR5W2+AF8-HUMAN	OR5W2
OR6A2+AF8-HUMAN	OR6A2
OR6B1+AF8-HUMAN	OR6B1
OR6B2+AF8-HUMAN	OR6B2
OR6B3+AF8-HUMAN	OR6B3
OR6C1+AF8-HUMAN	OR6C1
OR6C2+AF8-HUMAN	OR6C2
OR6C3+AF8-HUMAN	OR6C3
OR6C4+AF8-HUMAN	OR6C4
OR6C6+AF8-HUMAN	OR6C6
OR6F1+AF8-HUMAN	OR6F1
OR6J1+AF8-HUMAN	OR6J1
OR6K2+AF8-HUMAN	OR6K2
OR6K3+AF8-HUMAN	OR6K3
OR6K6+AF8-HUMAN	OR6K6
OR6M1+AF8-HUMAN	OR6M1
OR6N1+AF8-HUMAN	OR6N1
OR6N2+AF8-HUMAN	OR6N2
OR6P1+AF8-HUMAN	OR6P1
OR6Q1+AF8-HUMAN	OR6Q1
OR6S1+AF8-HUMAN	OR6S1
OR6T1+AF8-HUMAN	OR6T1
OR6V1+AF8-HUMAN	OR6V1
OR6X1+AF8-HUMAN	OR6X1
OR6Y1+AF8-HUMAN	OR6Y1
OR7A2+AF8-HUMAN	OR7A2P
OR7A5+AF8-HUMAN	OR7A5
OR7AA+AF8-HUMAN	OR7A10
OR7AH+AF8-HUMAN	OR7A17
OR7C1+AF8-HUMAN	OR7C1
OR7C2+AF8-HUMAN	OR7C2
OR7D2+AF8-HUMAN	OR7D2
OR7D4+AF8-HUMAN	OR7D4
OR7G1+AF8-HUMAN	OR7G1
OR7G2+AF8-HUMAN	OR7G2
OR7G3+AF8-HUMAN	OR7G3
OR8A1+AF8-HUMAN	OR8A1
OR8B2+AF8-HUMAN	OR8B2
OR8B3+AF8-HUMAN	OR8B3
OR8B4+AF8-HUMAN	OR8B4
OR8B8+AF8-HUMAN	OR8B8
OR8BC+AF8-HUMAN	OR8B12
OR8D1+AF8-HUMAN	OR8D1
OR8D2+AF8-HUMAN	OR8D2
OR8D4+AF8-HUMAN	OR8D4
OR8G1+AF8-HUMAN	OR8G1
OR8G5+AF8-HUMAN	OR8G5
OR8H1+AF8-HUMAN	OR8H1
OR8H2+AF8-HUMAN	OR8H2
OR8H3+AF8-HUMAN	OR8H3
OR8I2+AF8-HUMAN	OR8I2
OR8J1+AF8-HUMAN	OR8J1
OR8J2+AF8-HUMAN	OR8J2
OR8J3+AF8-HUMAN	OR8J3
OR8K1+AF8-HUMAN	OR8K1
OR8K3+AF8-HUMAN	OR8K3
OR8K5+AF8-HUMAN	OR8K5
OR8S1+AF8-HUMAN	OR8S1
OR8U1+AF8-HUMAN	OR8U1
OR8U8+AF8-HUMAN	OR8U8
OR8U9+AF8-HUMAN	OR8U9
OR9A1+AF8-HUMAN	OR9A1P
OR9A2+AF8-HUMAN	OR9A2
OR9A4+AF8-HUMAN	OR9A4
OR9G1+AF8-HUMAN	OR9G1
OR9G4+AF8-HUMAN	OR9G4
OR9G9+AF8-HUMAN	OR9G9
OR9I1+AF8-HUMAN	OR9I1
OR9K2+AF8-HUMAN	OR9K2
OR9Q1+AF8-HUMAN	OR9Q1
OR9Q2+AF8-HUMAN	OR9Q2
OSMR+AF8-HUMAN	OSMR
OSTA+AF8-HUMAN	SLC51A
OSTB+AF8-HUMAN	SLC51B
OSTM1+AF8-HUMAN	OSTM1
OTOAN+AF8-HUMAN	OTOA
OTOP1+AF8-HUMAN	OTOP1
OTOP2+AF8-HUMAN	OTOP2
OX1R+AF8-HUMAN	HCRTR1
OX2G+AF8-HUMAN	CD200
OX2R+AF8-HUMAN	HCRTR2
OXER1+AF8-HUMAN	OXER1
OXGR1+AF8-HUMAN	OXGR1
OXYR+AF8-HUMAN	OXTR
P210L+AF8-HUMAN	NUP210L
P2RX1+AF8-HUMAN	P2RX1
P2RX2+AF8-HUMAN	P2RX2
P2RX3+AF8-HUMAN	P2RX3
P2RX4+AF8-HUMAN	P2RX4
P2RX6+AF8-HUMAN	P2RX6
P2RX7+AF8-HUMAN	P2RX7
P2RY1+AF8-HUMAN	P2RY1
P2RY2+AF8-HUMAN	P2RY2
P2RY4+AF8-HUMAN	P2RY4
P2RY6+AF8-HUMAN	P2RY6
P2RY8+AF8-HUMAN	P2RY8
P2Y10+AF8-HUMAN	P2RY10
P2Y11+AF8-HUMAN	P2RY11
P2Y12+AF8-HUMAN	P2RY12
P2Y13+AF8-HUMAN	P2RY13
P2Y14+AF8-HUMAN	P2RY14
P3IP1+AF8-HUMAN	PIK3IP1
P3+AF8-HUMAN	SLC10A3
P5I13+AF8-HUMAN	TP53I13
PACR+AF8-HUMAN	ADCYAP1R1
PANX1+AF8-HUMAN	PANX1
PANX2+AF8-HUMAN	PANX2
PAR1+AF8-HUMAN	F2R
PAR2+AF8-HUMAN	F2RL1
PAR3+AF8-HUMAN	F2RL2
PAR4+AF8-HUMAN	F2RL3
PARM1+AF8-HUMAN	PARM1
PC11X+AF8-HUMAN	PCDH11X
PC11Y+AF8-HUMAN	PCDH11Y
PCD10+AF8-HUMAN	PCDH10
PCD12+AF8-HUMAN	PCDH12
PCD15+AF8-HUMAN	PCDH15
PCD16+AF8-HUMAN	DCHS1
PCD17+AF8-HUMAN	PCDH17
PCD18+AF8-HUMAN	PCDH18
PCD19+AF8-HUMAN	PCDH19
PCD20+AF8-HUMAN	PCDH20
PCD23+AF8-HUMAN	DCHS2
PCDA1+AF8-HUMAN	PCDHA1
PCDA2+AF8-HUMAN	PCDHA2
PCDA3+AF8-HUMAN	PCDHA3
PCDA4+AF8-HUMAN	PCDHA4
PCDA5+AF8-HUMAN	PCDHA5
PCDA6+AF8-HUMAN	PCDHA6
PCDA7+AF8-HUMAN	PCDHA7
PCDA8+AF8-HUMAN	PCDHA8
PCDA9+AF8-HUMAN	PCDHA9
PCDAA+AF8-HUMAN	PCDHA10
PCDAB+AF8-HUMAN	PCDHA11
PCDAC+AF8-HUMAN	PCDHA12
PCDAD+AF8-HUMAN	PCDHA13
PCDB1+AF8-HUMAN	PCDHB1
PCDB2+AF8-HUMAN	PCDHB2
PCDB3+AF8-HUMAN	PCDHB3
PCDB4+AF8-HUMAN	PCDHB4
PCDB5+AF8-HUMAN	PCDHB5
PCDB6+AF8-HUMAN	PCDHB6
PCDB7+AF8-HUMAN	PCDHB7
PCDB8+AF8-HUMAN	PCDHB8
PCDB9+AF8-HUMAN	PCDHB9
PCDBA+AF8-HUMAN	PCDHB10
PCDBB+AF8-HUMAN	PCDHB11
PCDBC+AF8-HUMAN	PCDHB12
PCDBD+AF8-HUMAN	PCDHB13
PCDBE+AF8-HUMAN	PCDHB14
PCDBF+AF8-HUMAN	PCDHB15
PCDBG+AF8-HUMAN	PCDHB16
PCDC1+AF8-HUMAN	PCDHAC1
PCDC2+AF8-HUMAN	PCDHAC2
PCDG1+AF8-HUMAN	PCDHGA1
PCDG2+AF8-HUMAN	PCDHGA2
PCDG3+AF8-HUMAN	PCDHGA3
PCDG4+AF8-HUMAN	PCDHGA4
PCDG5+AF8-HUMAN	PCDHGA5
PCDG6+AF8-HUMAN	PCDHGA6
PCDG7+AF8-HUMAN	PCDHGA7
PCDG8+AF8-HUMAN	PCDHGA8
PCDG9+AF8-HUMAN	PCDHGA9
PCDGA+AF8-HUMAN	PCDHGA10
PCDGB+AF8-HUMAN	PCDHGA11
PCDGC+AF8-HUMAN	PCDHGA12
PCDGD+AF8-HUMAN	PCDHGB1
PCDGE+AF8-HUMAN	PCDHGB2
